background,x,y,green,BIO3,soc,sand,silt,roads,BIO06,rivers
background,474034.9838,4435076.1748,0.108242966234684,37.9545021057129,25.5611343383789,38.1410179138184,35.8752861022949,89.2236785888672,5.64401483535767,251.995712280273
background,474484.9838,4435426.1748,0.0899383053183556,37.7084312438965,25.4209136962891,36.9727630615234,37.7734680175781,140.441207885742,5.60543870925903,468.473449707031
background,474534.9838,4432676.1748,0.100306019186974,39.922679901123,21.2634029388428,39.0526847839355,38.0909881591797,65.6673583984375,5.35002326965332,120.657936096191
background,474584.9838,4433826.1748,0.101115152239799,38.2630424499512,22.1500644683838,39.8069648742676,33.9972877502441,140.191955566406,5.42246770858765,386.560882568359
background,474984.9838,4432126.1748,0.115820467472076,38.6822547912598,21.5633163452148,39.136173248291,38.5680198669434,152.466339111328,5.40247201919556,229.316650390625
background,474984.9838,4432576.1748,0.100498206913471,40.1200218200684,23.5237064361572,39.669849395752,36.7451515197754,109.264770507812,5.31659603118896,29.0118217468262
background,475084.9838,4439176.1748,0.106608711183071,37.0084648132324,26.1085758209229,29.3238372802734,40.0796318054199,91.3755340576172,5.18532705307007,586.690734863281
background,475234.9838,4436476.1748,0.0930846482515335,37.7176284790039,24.5934658050537,36.1625022888184,40.2816314697266,181.940078735352,5.61081552505493,51.2045822143555
background,475634.9838,4433326.1748,0.0972260162234306,38.4541969299316,22.4121494293213,41.4090232849121,34.408317565918,211.741821289062,5.38017129898071,335.547790527344
background,475734.9838,4435126.1748,0.0926888883113861,38.0743522644043,22.814266204834,37.9524726867676,36.9600296020508,9.71422290802002,5.52788019180298,275.93896484375
background,475784.9838,4433176.1748,0.0971201434731483,38.4215660095215,23.1116924285889,41.1294822692871,34.1683197021484,101.639717102051,5.36622953414917,369.121063232422
background,476384.9838,4438926.1748,0.100576713681221,37.2698402404785,27.0361042022705,28.7119808197021,42.2159729003906,129.669952392578,5.13946390151978,585.886352539062
background,476484.9838,4436826.1748,0.0931025594472885,37.6275787353516,28.0945472717285,35.4627151489258,38.3697471618652,20.2770938873291,5.41272163391113,11.7973737716675
background,476584.9838,4441076.1748,0.113349936902523,37.2746543884277,28.2453327178955,27.7070026397705,44.2664184570312,148.268890380859,4.4656777381897,733.368591308594
background,476784.9838,4429326.1748,0.11116474121809,40.3591804504395,19.7050189971924,37.7271575927734,35.7762413024902,948.95166015625,5.27090501785278,115.129981994629
background,476784.9838,4438976.1748,0.0945099964737892,37.375129699707,25.372013092041,29.5119476318359,42.0880508422852,107.823348999023,5.10505676269531,222.673049926758
background,476884.9838,4441676.1748,0.0897399187088013,37.147144317627,30.2695751190186,26.3273239135742,43.0950622558594,140.185028076172,4.31542301177979,207.295974731445
background,476934.9838,4435726.1748,0.0932990610599518,37.820499420166,22.4980735778809,39.1685943603516,35.6566963195801,214.135147094727,5.15865707397461,206.846130371094
background,477034.9838,4433426.1748,0.112020336091518,38.6184997558594,22.072774887085,41.6424598693848,34.4601898193359,181.755905151367,5.30062103271484,116.239242553711
background,477084.9838,4433826.1748,0.112817160785198,38.6592597961426,21.7458515167236,40.7338790893555,35.9457473754883,32.9778289794922,5.25759935379028,119.023078918457
background,477234.9838,4441526.1748,0.0972410067915916,37.4952697753906,28.6596565246582,28.0312843322754,42.5297508239746,43.9874114990234,4.27622985839844,66.6938171386719
background,477334.9838,4433526.1748,0.103778921067715,38.4123954772949,22.3486614227295,41.3721694946289,35.0244331359863,43.7387084960938,5.30050277709961,186.310913085938
background,477784.9838,4434826.1748,0.136771038174629,38.4396858215332,22.1607189178467,39.7268753051758,35.807674407959,129.229522705078,5.18856620788574,91.0163879394531
background,478234.9838,4430526.1748,0.162749379873276,41.3376045227051,18.8473567962646,41.461784362793,34.7310066223145,136.93571472168,5.10664701461792,78.2499008178711
background,478284.9838,4435276.1748,0.104057431221008,38.1999473571777,22.5792102813721,39.6729583740234,35.051441192627,279.16015625,5.16018962860107,55.2995910644531
background,478284.9838,4438326.1748,0.0958058312535286,38.037166595459,23.5871429443359,37.7123565673828,37.1567268371582,94.1191558837891,5.14186191558838,34.4333381652832
background,478384.9838,4437476.1748,0.11171817034483,37.9148750305176,24.855411529541,39.8446273803711,33.9248428344727,68.3192443847656,4.94275283813477,15.6449460983276
background,478484.9838,4434226.1748,0.100218616425991,37.6683464050293,24.8252468109131,39.1393165588379,35.1543731689453,318.504364013672,5.15955257415771,256.724517822266
background,478684.9838,4437776.1748,0.102419875562191,37.9702644348145,24.9471893310547,37.7378234863281,36.0796241760254,54.5596580505371,4.88324213027954,8.25351238250732
background,478734.9838,4430826.1748,0.125720828771591,40.4413719177246,19.5337524414062,39.5828552246094,36.6507148742676,94.4554061889648,5.19523096084595,120.443153381348
