species,X,Y,green,BIO3,soc,sand,silt,roads,BIO06,rivers
Phytophthora_PA3_RUN2,478442.710909872,4431462.12210295,0.127979651093483,40.407585144043,19.4806728363037,38.7771835327148,37.6235504150391,124.00611114502,5.20201063156128,70.46142578125
Phytophthora_PA3_RUN2,474396.968846775,4433565.31766425,0.102128453552723,38.6176948547363,20.9895935058594,40.6652641296387,33.5796012878418,61.6416244506836,5.43563270568848,497.085327148438
Phytophthora_PA3_RUN2,478611.727895665,4430656.88434673,0.13799948990345,41.0096282958984,19.0732917785645,39.6474227905273,36.6728057861328,13.2999496459961,5.15557909011841,54.7408866882324
Phytophthora_PA3_RUN2,479679.272962021,4433069.73710096,0.115103274583817,39.3082847595215,23.3786392211914,38.1778030395508,37.2976264953613,153.961898803711,5.27066135406494,123.361717224121
Phytophthora_PA3_RUN2,477868.851264658,4435269.53992436,0.117238618433475,38.0381202697754,24.3386898040771,39.8470611572266,35.591724395752,7.5016131401062,5.16527605056763,293.807586669922
Phytophthora_PA3_RUN2,473805.036298005,4434472.10105186,0.122840315103531,38.3955497741699,19.3374900817871,40.2982559204102,35.3276786804199,97.9049758911133,5.66442537307739,140.911514282227
Phytophthora_PA3_RUN2,474630.007614934,4433940.72457232,0.0966809242963791,38.1974067687988,22.4486351013184,39.7933807373047,33.8950958251953,68.8852920532227,5.42028284072876,361.517120361328
Phytophthora_PA3_RUN2,475796.25242747,4435593.23159799,0.0995249822735786,38.0724449157715,23.3321075439453,36.1195297241211,38.4737205505371,116.101600646973,5.49552822113037,253.002990722656
Phytophthora_PA3_RUN2,477499.819534493,4433530.09478197,0.119949489831924,38.2939414978027,22.7740840911865,40.565788269043,35.5295219421387,62.8898963928223,5.2965145111084,323.186492919922
Phytophthora_PA3_RUN2,477775.40768978,4431267.01403168,0.121612973511219,39.6158294677734,17.9881038665771,39.9361267089844,36.5110778808594,432.507720947266,5.28312826156616,124.50993347168
Phytophthora_PA3_RUN2,481387.943667635,4433982.47112763,0.110073082149029,38.7233390808105,21.2560195922852,37.3253784179688,34.8515625,122.075004577637,5.23600387573242,127.040954589844
Phytophthora_PA3_RUN2,481488.577724163,4434030.82045088,0.111106187105179,38.7262954711914,21.4108200073242,37.1353530883789,35.4166030883789,37.8601379394531,5.21964168548584,223.629898071289
Phytophthora_PA3_RUN2,477317.102137586,4432161.03871947,0.142442256212234,38.8482551574707,21.3369445800781,40.7498321533203,34.9769058227539,93.9924468994141,5.32648706436157,249.783447265625
Phytophthora_PA3_RUN2,477513.339835345,4430321.98176289,0.100332856178284,41.4387969970703,20.1145648956299,39.1354293823242,37.6150817871094,173.481918334961,5.09653377532959,15.770058631897
Phytophthora_PA3_RUN2,473718.178754241,4434680.63262233,0.119443468749523,38.264030456543,20.6620578765869,40.1453704833984,35.3090515136719,98.0240097045898,5.66010046005249,274.928344726562
Phytophthora_PA3_RUN2,478578.955216179,4435857.94086172,0.124131865799427,38.079761505127,23.5724849700928,35.6729736328125,38.3774909973145,13.0418300628662,5.0900297164917,263.427032470703
Phytophthora_PA3_RUN2,473815.130164937,4434738.96550454,0.113197520375252,38.232551574707,20.0318183898926,39.8156661987305,35.4390258789062,29.5770397186279,5.6508846282959,368.009216308594
Phytophthora_PA3_RUN2,478664.499375238,4431013.90701039,0.129325270652771,40.5645561218262,19.0576858520508,39.1759223937988,37.5048370361328,67.7574768066406,5.17794895172119,62.5394020080566
Phytophthora_PA3_RUN2,477389.601427484,4433486.20027707,0.112870417535305,38.3489418029785,22.2889385223389,41.3759765625,34.8643226623535,60.782283782959,5.30027151107788,212.267959594727
Phytophthora_PA3_RUN2,475762.818519539,4435493.35586751,0.0984949767589569,38.0955657958984,22.9144973754883,36.5691528320312,38.1249160766602,121.126564025879,5.51558589935303,287.332763671875
Phytophthora_PA3_RUN2,477478.774392465,4430367.01775964,0.119099110364914,41.4257774353027,20.1627216339111,39.2289886474609,37.448413848877,135.313491821289,5.10372591018677,32.485294342041
Phytophthora_PA3_RUN2,474649.443162662,4434883.02753538,0.107726104557514,38.0935859680176,19.9508857727051,38.1002502441406,36.1082229614258,54.4453010559082,5.61834287643433,280.763488769531
Phytophthora_PA3_RUN2,478473.588624133,4431208.95352267,0.141474679112434,40.4754257202148,19.0941944122314,38.948356628418,37.6534805297852,156.695526123047,5.18948268890381,113.764587402344
Phytophthora_PA3_RUN2,483001.938939244,4433989.27141803,0.099755086004734,38.2240257263184,23.4176826477051,38.2457160949707,34.6306648254395,147.663223266602,5.1339750289917,824.98046875
Phytophthora_PA3_RUN2,475751.494564062,4435485.3597763,0.0974275395274162,38.0909843444824,22.8868732452393,36.6763076782227,38.1811065673828,80.1820678710938,5.52321100234985,335.651672363281
