background,x,y,green,BIO03,BIO06,wo,rivers,fla,soc,roads
background,473084.9838,4433726.1748,0.0847713798284531,39.3968925476074,5.57808303833008,1,122.483985900879,1046.96862792969,22.5,330.914001464844
background,473284.9838,4434276.1748,0.0849833488464355,38.7780647277832,5.64706611633301,-9999,100.644302368164,1023.55847167969,17.4872169494629,371.426696777344
background,473384.9838,4434626.1748,0.0997241884469986,38.8534469604492,5.6313042640686,-9999,43.9137725830078,177.328720092773,21.1232089996338,381.01513671875
background,473484.9838,4433526.1748,0.1050034314394,39.3729057312012,5.57798337936401,1,57.8866844177246,1781.5146484375,21.7635097503662,113.917068481445
background,473584.9838,4436026.1748,0.0886347368359566,38.8105506896973,5.60339832305908,-9999,33.01416015625,563.63720703125,23.4389991760254,79.4059829711914
background,473634.9838,4435126.1748,0.091299869120121,38.0860633850098,5.65214824676514,1,68.8839645385742,1097.80419921875,23.947437286377,353.812957763672
background,473684.9838,4436976.1748,0.107057474553585,37.7103424072266,5.59140634536743,1,283.384002685547,4200.357421875,23.2920265197754,47.8909606933594
background,473684.9838,4437526.1748,0.110961847007275,37.4101676940918,5.5627236366272,1,606.457763671875,2071.28100585938,23.559419631958,173.036392211914
background,473684.9838,4437576.1748,0.110698245465755,37.3728561401367,5.56243467330933,1,633.8779296875,1850.40246582031,24.1241855621338,156.378890991211
background,473784.9838,4437626.1748,0.114053085446358,37.3006172180176,5.57835674285889,1,585.614868164062,1212.19714355469,26.5105152130127,57.1601982116699
background,473884.9838,4432876.1748,0.115609794855118,38.7785949707031,5.45752620697021,1,592.724304199219,3019.13793945312,20.990894317627,111.057922363281
background,473884.9838,4436326.1748,0.0928168818354607,38.030086517334,5.60888481140137,1,180.973571777344,1005.91424560547,24.1926364898682,145.269012451172
background,473934.9838,4434576.1748,0.127226755023003,38.2996253967285,5.65155220031738,1,228.308853149414,4268.66943359375,18.8306674957275,157.135055541992
background,473934.9838,4436676.1748,0.104435764253139,38.0149574279785,5.59041213989258,1,108.425010681152,1602.68774414062,23.6578006744385,24.945032119751
background,473934.9838,4439076.1748,0.130897834897041,37.0744552612305,5.31798505783081,1,302.538116455078,887.751403808594,28.4297962188721,457.147705078125
background,473984.9838,4434376.1748,0.104954853653908,38.3295288085938,5.65956687927246,1,122.473831176758,2319.07299804688,19.425271987915,63.1841773986816
background,473984.9838,4434676.1748,0.115034304559231,38.1785430908203,5.64357280731201,1,339.312622070312,4725.009765625,19.1980590820312,117.667938232422
background,474034.9838,4436026.1748,0.106186352670193,38.3844223022461,5.61207628250122,1,42.9409294128418,1238.42761230469,24.5711345672607,28.358772277832
background,474084.9838,4434876.1748,0.101630829274654,37.9796257019043,5.64077663421631,1,437.263732910156,2413.06274414062,19.8878326416016,259.1416015625
background,474084.9838,4435076.1748,0.0996124818921089,37.943920135498,5.64300107955933,1,289.914947509766,3129.4404296875,25.2894172668457,67.0962829589844
background,474084.9838,4436626.1748,0.102737553417683,37.7981185913086,5.58503675460815,1,245.921737670898,987.697021484375,22.2893981933594,59.6955833435059
background,474134.9838,4434726.1748,0.108208753168583,38.0688209533691,5.63837957382202,1,456.303680419922,849.554016113281,19.3865089416504,258.378295898438
background,474234.9838,4433326.1748,0.0924253240227699,38.2920722961426,5.43944120407104,1,549.32568359375,623.909057617188,21.3873844146729,127.463676452637
background,474234.9838,4436026.1748,0.0992661938071251,38.2128715515137,5.60437965393066,1,125.945755004883,957.424072265625,24.2798881530762,54.7836647033691
background,474234.9838,4436426.1748,0.0898631140589714,37.9767761230469,5.59420490264893,1,243.066986083984,1018.89306640625,22.9312763214111,111.51782989502
background,474234.9838,4437026.1748,0.104379571974277,37.5152702331543,5.56205224990845,1,121.592407226562,4440.2001953125,25.4365406036377,85.7195053100586
background,474234.9838,4437876.1748,0.10156112164259,37.3696174621582,5.72465515136719,1,549.717956542969,982.035095214844,12.6014575958252,81.6359405517578
background,474284.9838,4436376.1748,0.0912847444415092,38.149040222168,5.58858728408813,1,191.988128662109,834.842590332031,22.8371829986572,86.3088073730469
