species,X,Y,clay,sand,fla,rivers,roads,aspect,nitrogen
Phytophthora_PA3_RUN7,475796.25242747,4435593.23159799,234,371,688.10546875,253.002990722656,116.101600646973,193.788589477539,3457
Phytophthora_PA3_RUN7,473805.036298005,4434472.10105186,216,419.046997070312,7958.4345703125,140.911514282227,97.9049758911133,222.624755859375,3348.58056640625
Phytophthora_PA3_RUN7,473935.747830172,4434673.42308508,216,421,7263.63330078125,324.811737060547,74.2372055053711,218.744262695312,3913
Phytophthora_PA3_RUN7,473942.053512125,4434716.18349083,216.328948974609,420.671051025391,5620.798828125,373.753326416016,58.4895858764648,222.936920166016,3896.69384765625
Phytophthora_PA3_RUN7,483105.818653542,4434799.14261903,243,390,1188.87268066406,349.1318359375,25.9007701873779,317.291015625,3870
Phytophthora_PA3_RUN7,478471.089229703,4431465.7060797,223.072067260742,401.346984863281,740.682312011719,20.9473648071289,75.3552856445312,78.9396209716797,3197.28442382812
Phytophthora_PA3_RUN7,478463.917852968,4431440.97147013,223.001617431641,401.605499267578,669.242980957031,41.7756652832031,91.3594360351562,97.1230850219727,3213.8720703125
Phytophthora_PA3_RUN7,478379.521373063,4431448.42505382,224,405,400.283813476562,28.9812774658203,179.924072265625,135.025375366211,3135
Phytophthora_PA3_RUN7,478611.727895665,4430656.88434673,233,402,1729.69677734375,54.7408866882324,13.2999496459961,256.41357421875,2943
Phytophthora_PA3_RUN7,473936.22267041,4434643.37299155,216,421,5325.84716796875,276.249542236328,112.255485534668,226.410095214844,3913
Phytophthora_PA3_RUN7,474363.340837344,4433520.03801908,219,437,2387.10571289062,494.630310058594,61.1607398986816,96.4381408691406,3787
Phytophthora_PA3_RUN7,479360.229199745,4432923.22165531,234,362,7582.310546875,16.9156475067139,153.663375854492,177.259918212891,2598
Phytophthora_PA3_RUN7,479363.99093796,4432988.27759856,234.093978881836,362.728363037109,2868.72607421875,31.6250476837158,190.343551635742,185.154357910156,2604.79028320312
Phytophthora_PA3_RUN7,478578.955216179,4435857.94086172,241,372,4033.74291992188,263.427032470703,13.0418300628662,165.166763305664,3894
Phytophthora_PA3_RUN7,478585.469515876,4435834.66173491,241,372,3630.26611328125,237.129592895508,32.7270469665527,166.696701049805,3894
Phytophthora_PA3_RUN7,478574.892622357,4435789.9262396,241,372,5205.4140625,212.641967773438,47.1013031005859,161.925094604492,3894
Phytophthora_PA3_RUN7,474628.990813098,4433971.15024905,224.093978881836,424.023498535156,2246.55200195312,337.181701660156,26.1990718841553,260.26416015625,3918.1240234375
Phytophthora_PA3_RUN7,474630.007614934,4433940.72457232,224,424,2230.75366210938,361.517120361328,68.8852920532227,243.04670715332,3906
Phytophthora_PA3_RUN7,474422.08479708,4433539.15095115,219,437,6091.67822265625,453.818206787109,111.11937713623,97.5578079223633,3787
Phytophthora_PA3_RUN7,474441.366368383,4433592.86338531,219,437,5840.10888671875,484.954681396484,110.538543701172,126.20076751709,3787
Phytophthora_PA3_RUN7,477437.964462643,4430285.33482437,220,404,10034.9931640625,47.453239440918,196.481185913086,75.6606674194336,2460
Phytophthora_PA3_RUN7,477513.339835345,4430321.98176289,219,398,28859.83203125,15.770058631897,173.481918334961,154.235824584961,3377
Phytophthora_PA3_RUN7,477570.864805976,4430339.83216496,219,398,1498.39660644531,27.3496417999268,178.041046142578,255.729736328125,3377
Phytophthora_PA3_RUN7,474595.68047004,4434948.17526879,239,397,19154.458984375,326.768127441406,8.11342525482178,199.142593383789,3951
Phytophthora_PA3_RUN7,474631.986100117,4434834.32486089,239,397,6602.0927734375,231.630004882812,45.745304107666,227.970565795898,3951
Phytophthora_PA3_RUN7,474618.988178548,4434924.01368223,239,397,9760.990234375,330.1572265625,57.9509086608887,218.029083251953,3951
Phytophthora_PA3_RUN7,478371.81527373,4438053.24765695,236,394,418.820129394531,100.149169921875,57.0641784667969,231.242950439453,3614
Phytophthora_PA3_RUN7,473718.178754241,4434680.63262233,218.400970458984,421.800323486328,6477.236328125,274.928344726562,98.0240097045898,215.983856201172,4634.091796875
Phytophthora_PA3_RUN7,473626.628536341,4434682.99564418,219,422,2768.24682617188,175.021026611328,145.625869750977,238.74983215332,4814
Phytophthora_PA3_RUN7,481482.53785365,4434047.07547029,248.394485473633,383.004852294922,2966.47802734375,223.629898071289,37.8601379394531,285.473724365234,3461.72387695312
Phytophthora_PA3_RUN7,481440.066925949,4434060.12823842,245,386,4024.41064453125,172.187362670898,85.4117736816406,275.837127685547,3538
Phytophthora_PA3_RUN7,481376.517915445,4433998.86819858,264.530090332031,386,5473.73974609375,127.040954589844,122.075004577637,315.953216552734,3191.34106445312
Phytophthora_PA3_RUN7,481570.308879399,4433897.9475614,264,380,2409.62548828125,335.906707763672,27.1081161499023,264.618804931641,3526
Phytophthora_PA3_RUN7,477275.420378188,4432181.24998051,234,414,1540.81848144531,260.666442871094,132.099868774414,175.756576538086,3818
Phytophthora_PA3_RUN7,475751.494564062,4435485.3597763,230.053207397461,383.873901367188,1715.15942382812,335.651672363281,80.1820678710938,209.195999145508,3565.13549804688
Phytophthora_PA3_RUN7,481018.45630754,4431729.599701,237,391.906005859375,651.114074707031,442.434417724609,96.8094863891602,121.465019226074,3270.75854492188
Phytophthora_PA3_RUN7,481006.880582198,4432476.03282277,260.699890136719,381.037780761719,1573.02392578125,537.19873046875,30.7248115539551,69.4388656616211,2781.76953125
Phytophthora_PA3_RUN7,483001.938939244,4433989.27141803,237.812774658203,406.499725341797,1401.6337890625,824.98046875,147.663223266602,186.361236572266,3831.24755859375
Phytophthora_PA3_RUN7,482944.330773145,4433965.7794145,237,407.140991210938,2227.9853515625,871.109008789062,98.6389770507812,194.694900512695,3796.38354492188
Phytophthora_PA3_RUN7,478473.588624133,4431208.95352267,217.725967407227,405.314971923828,740.474304199219,113.764587402344,156.695526123047,123.468368530273,2951.53735351562
Phytophthora_PA3_RUN7,478660.734396587,4431008.40137245,220,395,1290.22338867188,62.5394020080566,67.7574768066406,205.452224731445,2389
Phytophthora_PA3_RUN7,478624.753504868,4431595.33966863,226,385,21543.583984375,19.3217334747314,21.8289909362793,250.763565063477,2752
Phytophthora_PA3_RUN7,477624.034953912,4431106.22442181,201,428,1521.0556640625,49.1503524780273,484.859344482422,251.40087890625,2538
Phytophthora_PA3_RUN7,477775.40768978,4431267.01403168,222,401,215.730972290039,124.50993347168,432.507720947266,247.791275024414,2435
Phytophthora_PA3_RUN7,477759.666049652,4430806.00885653,212.600646972656,432.600646972656,645.419982910156,241.38655090332,374.078338623047,169.24104309082,2429.81494140625
Phytophthora_PA3_RUN7,477411.101161117,4431327.73178646,193,425,222.686050415039,153.659271240234,261.837493896484,95.1289672851562,2467
Phytophthora_PA3_RUN7,477331.268557614,4430851.82827333,211,410,1569.95581054688,93.3234252929688,187.008178710938,97.2032852172852,2567
Phytophthora_PA3_RUN7,478570.079415496,4431033.98153766,220,395,746.347534179688,75.5471496582031,30.1221237182617,247.755889892578,2389
Phytophthora_PA3_RUN7,478432.340064381,4431094.69929243,217,408,2467.8095703125,78.7758560180664,174.110855102539,98.4881362915039,3084
Phytophthora_PA3_RUN7,474662.217253871,4432829.65291504,200,411,1515.65637207031,78.2502593994141,13.8510837554932,108.031204223633,3480
Phytophthora_PA3_RUN7,473942.599419476,4434508.38639434,216,421,3496.96484375,181.482955932617,158.023635864258,225.286193847656,3913
