background,x,y,bkd,clay,sand,silt,soc,twi,tpi,fla,rivers,roads,green,slope,BIO3,BIO4,BIO06,aspect
background,473334.9838,4434776.1748,1.27999997138977,24.395299911499,40.144229888916,35.4604721069336,20.9790592193604,3.41644382476807,1.29651165008545,429.547485351562,53.7543029785156,396.150421142578,0.0924341455101967,20.3721256256104,38.5233726501465,557.266357421875,5.65643787384033,66.5274276733398
background,473384.9838,4434826.1748,1.27951323986053,24.22509765625,40.3120613098145,35.4628410339355,20.9951572418213,6.53482294082642,-3.21831941604614,2578.01708984375,17.0139217376709,348.402648925781,0.107652738690376,11.2631969451904,38.4989051818848,557.362854003906,5.65370512008667,180.497207641602
background,473434.9838,4433776.1748,1.2766900062561,28.3818893432617,36.9856758117676,34.6324348449707,22.1086502075195,9.50277328491211,0.408902376890182,1377.09875488281,168.252487182617,50.9225158691406,0.107702061533928,1.58436143398285,38.9781913757324,558.922546386719,5.63135528564453,162.774230957031
background,473434.9838,4436576.1748,1.33734345436096,23.1972217559814,35.2157249450684,41.6018943786621,23.2204341888428,6.95341730117798,-6.50533485412598,2443.32641601562,16.2876415252686,125.240058898926,0.0918459594249725,23.4545783996582,38.3765830993652,562.132080078125,5.61964702606201,209.818069458008
background,473484.9838,4434126.1748,1.27124261856079,25.7509880065918,40.1994171142578,34.0495948791504,22.18727684021,7.90245628356934,0.0787119492888451,1559.94409179688,169.215881347656,142.859710693359,0.10036638379097,2.84249830245972,38.7458686828613,559.361938476562,5.65426635742188,201.146865844727
background,473484.9838,4435526.1748,0.574576020240784,10.9717769622803,16.7697086334229,16.2346420288086,10.2106313705444,8.6092643737793,-7.82597303390503,1377.59326171875,41.7601547241211,228.477355957031,0.0842843130230904,20.857946395874,38.3867607116699,557.813049316406,5.64315557479858,280.878753662109
background,473634.9838,4434626.1748,1.30061066150665,24.6618690490723,40.1230773925781,35.2110786437988,21.5802993774414,8.10418510437012,0.739462077617645,2833.44140625,178.035110473633,186.155639648438,0.108176320791245,4.06032133102417,38.2892112731934,559.506408691406,5.67095136642456,224.329147338867
background,473684.9838,4433676.1748,1.26692807674408,28.52614402771,36.9195404052734,34.554313659668,22.6221027374268,8.01387023925781,0.0820460990071297,4388.06494140625,88.9339065551758,56.6611862182617,0.111167445778847,7.85978174209595,39.0337753295898,559.235412597656,5.61707067489624,271.244659423828
background,473684.9838,4434826.1748,1.27261066436768,25.10693359375,39.7387237548828,35.1496543884277,21.9474964141846,7.59557104110718,0.208757922053337,1809.60925292969,256.61669921875,61.3357925415039,0.104056134819984,3.77630805969238,38.1118545532227,558.986755371094,5.65519237518311,233.664901733398
background,473734.9838,4437726.1748,0.801752269268036,14.9802227020264,18.5638179779053,25.9860382080078,15.2728481292725,7.2521185874939,0.0648592188954353,1032.41064453125,688.66259765625,158.564636230469,0.0984595865011215,3.69767212867737,37.3785209655762,565.318176269531,5.65423583984375,297.8642578125
background,473734.9838,4439326.1748,1.30525851249695,28.3450717926025,33.3042945861816,38.2811012268066,26.7747955322266,6.94688034057617,-0.818050682544708,2008.60717773438,69.7344207763672,739.985778808594,0.0902082547545433,21.8849105834961,37.4270629882812,566.856384277344,5.31543016433716,276.760986328125
background,473784.9838,4436276.1748,1.32230985164642,22.1701812744141,35.7135620117188,42.1549530029297,23.8802375793457,5.93424415588379,-1.601731300354,1733.11669921875,82.7207412719727,228.693649291992,0.0831979364156723,22.9590072631836,38.3017959594727,562.646240234375,5.61837387084961,262.398834228516
