background,x,y,bkd,clay,sand,silt,soc,twi,tpi,fla,rivers,roads,green,slope,BIO3,BIO4,BIO06,aspect
background,473734.9838,4439326.1748,1.30525851249695,28.3450717926025,33.3042945861816,38.2811012268066,26.7747955322266,6.94688034057617,-0.818050682544708,2008.60717773438,69.7344207763672,739.985778808594,0.0902082547545433,21.8849105834961,37.4270629882812,566.856384277344,5.31543016433716,276.760986328125
background,473784.9838,4436276.1748,1.32230985164642,22.1701812744141,35.7135620117188,42.1549530029297,23.8802375793457,5.93424415588379,-1.601731300354,1733.11669921875,82.7207412719727,228.693649291992,0.0831979364156723,22.9590072631836,38.3017959594727,562.646240234375,5.61837387084961,262.398834228516
background,473784.9838,4437726.1748,0.798180460929871,14.7540082931519,18.6947841644287,26.0812873840332,15.8562431335449,6.98923254013062,0.103303030133247,972.465515136719,651.840637207031,131.502182006836,0.102791249752045,4.30336570739746,37.4642562866211,565.431396484375,5.76271963119507,295.394470214844
background,473834.9838,4433576.1748,1.27453303337097,27.966402053833,38.0081825256348,34.0254173278809,22.7707996368408,7.48113775253296,0.399435460567474,3539.60083007812,262.670043945312,153.972244262695,0.0910097435116768,11.6140604019165,38.6810264587402,560.531921386719,5.64505767822266,285.420471191406
background,473834.9838,4437476.1748,1.34480226039886,24.5612010955811,32.0715827941895,43.3672142028809,25.0059833526611,8.2911205291748,0.0885689333081245,3866.5693359375,453.613647460938,52.0007362365723,0.110561817884445,3.90161681175232,37.3561401367188,565.3232421875,5.55346870422363,230.508148193359
background,473884.9838,4435676.1748,1.30503487586975,24.3827991485596,38.2787132263184,37.3376693725586,25.7903003692627,7.41158294677734,0.241917192935944,434.279113769531,209.549179077148,7.45001220703125,0.0942305102944374,1.19518566131592,37.7701568603516,559.611389160156,5.6330132484436,248.516250610352
background,473884.9838,4435726.1748,1.30135440826416,24.3659934997559,38.2579154968262,37.3744735717773,25.9255084991455,7.27341508865356,0.16832047700882,671.609191894531,253.246368408203,46.958797454834,0.0946488231420517,2.04475736618042,37.9315490722656,561.251770019531,5.62985944747925,261.195831298828
background,473884.9838,4435876.1748,1.29049515724182,24.3049774169922,38.1862335205078,37.5048332214355,26.3180866241455,7.34297227859497,0.741208851337433,732.534362792969,172.457809448242,115.097068786621,0.0906891077756882,2.50133895874023,38.123649597168,562.98486328125,5.62840604782104,313.700897216797
background,473984.9838,4433926.1748,1.26489114761353,26.8154430389404,39.0028800964355,34.1931419372559,22.213830947876,7.59442758560181,-1.49296545982361,1400.79724121094,64.5090255737305,284.268890380859,0.0833627730607986,12.9202909469604,38.6199989318848,560.391418457031,5.6424708366394,309.158599853516
background,473984.9838,4434526.1748,1.30513775348663,24.6294689178467,39.8100624084473,35.5,19.0868949890137,8.04082870483398,-0.0489445142447948,2728.11401367188,206.316375732422,172.374160766602,0.1172751262784,3.6278178691864,38.2958030700684,560.983154296875,5.65328359603882,230.555282592773
background,473984.9838,4434926.1748,1.29489576816559,26.0612831115723,38.4859199523926,35.4527969360352,21.8536643981934,8.37129306793213,0.0637342557311058,2021.4052734375,343.378631591797,219.681045532227,0.107026338577271,2.1492280960083,37.9851417541504,560.902709960938,5.64399814605713,247.231872558594
background,474034.9838,4434576.1748,1.31109488010406,24.8886108398438,39.5309219360352,35.5,19.1175403594971,7.74018621444702,-0.012802392244339,1946.1630859375,276.379608154297,215.315078735352,0.104105763137341,3.51102161407471,38.222038269043,561.242004394531,5.64751815795898,232.703048706055
background,474084.9838,4436676.1748,1.31872701644897,25.0916557312012,35.2555465698242,39.6527938842773,22.5125675201416,7.25015354156494,0.495389819145203,1146.51171875,213.665512084961,10.9540548324585,0.107469171285629,3.80606412887573,37.8049583435059,564.272033691406,5.56984853744507,244.085083007812
background,474134.9838,4434226.1748,1.25436079502106,25.3001461029053,39.6486053466797,35.0472526550293,20.4747714996338,8.21448612213135,0.459494650363922,1717.03564453125,53.6499671936035,181.626953125,0.111792966723442,2.45875859260559,38.3485527038574,561.105895996094,5.65223169326782,192.24494934082
background,474134.9838,4436576.1748,1.31789100170135,24.6370067596436,35.5535354614258,39.8094596862793,22.2754402160645,9.00256729125977,1.1587747335434,831.490844726562,316.521759033203,122.077369689941,0.0950736477971077,1.22663617134094,37.7885780334473,564.208740234375,5.59418535232544,198.811721801758
background,474134.9838,4437876.1748,1.30568814277649,23.6175937652588,31.2021064758301,41.1867828369141,21.6014575958252,6.72200441360474,-0.171402215957642,1574.95532226562,572.110046386719,181.502227783203,0.0945880934596062,7.64424228668213,37.4387512207031,566.276977539062,5.73231744766235,314.839874267578
background,474184.9838,4435126.1748,1.29950535297394,26.1028442382812,37.7773399353027,36.119815826416,25.6850051879883,7.83016204833984,0.0475507564842701,1582.80883789062,347.493835449219,21.822940826416,0.0976973846554756,2.52433943748474,37.8806838989258,561.376098632812,5.64071559906006,236.836380004883
background,474184.9838,4435726.1748,1.28569459915161,24.780200958252,37.8888511657715,37.3001861572266,26.9256229400635,8.29076099395752,-0.029244976118207,3182.79443359375,295.041351318359,106.085075378418,0.0937100872397423,4.07543039321899,38.0693473815918,563.530822753906,5.61603116989136,257.757293701172
background,474184.9838,4435826.1748,1.29369461536407,24.871410369873,37.8856315612793,37.1817970275879,26.9272327423096,8.33999919891357,0.197045937180519,2062.24145507812,291.979064941406,62.184944152832,0.0987866967916489,2.72134971618652,38.0467262268066,563.585083007812,5.61714935302734,264.268096923828
background,474184.9838,4436026.1748,1.31138896942139,23.0219955444336,37.1051559448242,39.8887634277344,24.2794170379639,6.20918369293213,-0.303777933120728,1357.08178710938,118.713279724121,7.98795795440674,0.101780235767365,10.0260019302368,38.2667503356934,563.143493652344,5.60830974578857,325.221496582031
background,474184.9838,4437726.1748,1.21460747718811,22.5779724121094,29.3942375183105,38.3485946655273,22.2986869812012,7.55366039276123,0.167102947831154,997.852722167969,414.006591796875,182.088851928711,0.114891417324543,2.789710521698,37.3114128112793,566.553894042969,5.72950458526611,269.281921386719
background,474184.9838,4439176.1748,1.35836172103882,29.3488960266113,31.69997215271,38.9355735778809,27.7289905548096,10.0873498916626,-0.0056841210462153,2242.70141601562,521.855041503906,290.902526855469,0.154353156685829,0.385077238082886,37.1409187316895,567.893371582031,5.28082513809204,70.5626602172852
background,474184.9838,4439626.1748,1.30973839759827,30.2084903717041,30.8093872070312,38.9820098876953,25.9083194732666,7.6718578338623,1.02583742141724,1580.93688964844,163.079162597656,560.748657226562,0.0941437035799026,2.97609496116638,37.2824478149414,568.386840820312,5.20987510681152,306.591339111328
background,474234.9838,4434276.1748,1.25686478614807,25.5501194000244,39.6235656738281,34.7823181152344,20.539758682251,8.77889633178711,0.0373378321528435,2712.13159179688,143.99609375,176.157623291016,0.109239749610424,2.00627875328064,38.337947845459,561.265014648438,5.64926481246948,165.105606079102
background,474284.9838,4435626.1748,1.27369463443756,25.1684303283691,37.2135734558105,37.6178245544434,26.9632606506348,7.90231275558472,0.117771118879318,1930.365234375,315.02734375,35.7388038635254,0.0975901931524277,3.45023083686829,37.9529037475586,563.615234375,5.61129570007324,254.512100219727
background,474284.9838,4439776.1748,1.34373843669891,30.8927383422852,30.4421291351318,38.6264343261719,25.4207077026367,11.7892599105835,0.204558148980141,5125.748046875,13.8167629241943,386.856231689453,0.105695784091949,3.16733932495117,37.3815841674805,568.559692382812,5.15907526016235,259.492889404297
background,474334.9838,4433176.1748,1.2656946182251,24.8263626098633,40.80615234375,34.3674850463867,22.3455924987793,5.40581226348877,-0.0661410391330719,1211.66760253906,409.124450683594,93.6357498168945,0.0921658575534821,26.6243228912354,38.8170585632324,563.797668457031,5.43043565750122,93.4258193969727
background,474334.9838,4435026.1748,1.32217538356781,26.0201568603516,38.1113090515137,35.8685340881348,22.2546348571777,8.87059497833252,0.0154486810788512,1902.25036621094,495.980712890625,84.8346786499023,0.102385632693768,1.41013860702515,37.9038391113281,561.587524414062,5.63270425796509,183.448348999023
background,474334.9838,4437626.1748,1.32636618614197,25.6534118652344,31.9179229736328,41.9662933349609,26.8023433685303,7.29400205612183,0.241606324911118,1156.91931152344,295.503753662109,92.5864562988281,0.118165224790573,3.03280878067017,37.275318145752,566.779113769531,5.7197060585022,207.946151733398
background,474384.9838,4432476.1748,1.31739294528961,23.1094570159912,39.259651184082,37.6308898925781,21.4650363922119,5.42278003692627,1.12995934486389,865.744567871094,60.1397666931152,100.46044921875,0.11248080432415,18.8893127441406,39.800220489502,562.809936523438,5.38998746871948,176.79020690918
background,474384.9838,4433776.1748,1.27355360984802,26.2633018493652,40.3373146057129,33.3993835449219,21.2662868499756,8.4111852645874,0.155312776565552,1498.24780273438,305.403472900391,84.8247756958008,0.100231841206551,1.51668310165405,38.324462890625,564.574951171875,5.45907115936279,217.539169311523
background,474384.9838,4435176.1748,1.31864881515503,25.4072723388672,37.6013298034668,36.991397857666,23.985767364502,8.33698081970215,0.14181350171566,1469.458984375,504.851440429688,7.7544264793396,0.117238134145737,1.84073400497437,37.8375854492188,561.792907714844,5.62564897537231,183.056137084961
background,474384.9838,4435326.1748,1.28888833522797,25.1120643615723,37.3589324951172,37.5290031433105,25.7378444671631,7.8736424446106,0.327508509159088,1253.0029296875,424.904205322266,101.212356567383,0.102751582860947,2.16890406608582,37.7728157043457,561.977416992188,5.61726760864258,216.001129150391
background,474384.9838,4435376.1748,1.27916371822357,25.0187187194824,37.2768173217773,37.7044830322266,26.3107814788818,8.23402881622314,0.140985623002052,2075.107421875,407.144256591797,127.72974395752,0.093590997159481,2.32994151115417,37.7604331970215,562.019958496094,5.61399364471436,238.561187744141
background,474384.9838,4435776.1748,1.28305053710938,25.5903415679932,36.9443359375,37.4668998718262,26.7351016998291,7.76515197753906,4.11282417189796e-05,1359.57177734375,237.524917602539,47.377025604248,0.119450941681862,3.19764280319214,37.9010353088379,564.204284667969,5.60942316055298,265.920989990234
background,474484.9838,4437126.1748,1.33446705341339,24.8969879150391,32.1213760375977,42.9816360473633,27.8721179962158,8.05811023712158,0.041230134665966,3211.2080078125,269.532409667969,122.080406188965,0.0982538014650345,4.11919164657593,37.4104614257812,566.486206054688,5.73726367950439,235.027542114258
background,474484.9838,4437176.1748,1.33734691143036,24.9345855712891,32.1813774108887,42.8840370178223,28.0464992523193,7.56314945220947,0.268637150526047,1828.77331542969,233.660415649414,84.1599655151367,0.101790010929108,4.15539693832397,37.3767929077148,566.588989257812,5.73520469665527,236.060241699219
background,474534.9838,4437376.1748,1.35278177261353,24.8089389801025,32.5206642150879,42.6702270507812,28.9338626861572,8.82709693908691,0.116284467279911,4182.8515625,228.768539428711,35.2413520812988,0.109726935625076,4.12746715545654,37.2575492858887,567.019775390625,5.72720241546631,256.2138671875
background,474534.9838,4439076.1748,1.34455132484436,29.0919799804688,30.5561351776123,40.3518829345703,26.4506645202637,8.18953227996826,0.206386521458626,1888.63293457031,596.157531738281,30.4535732269287,0.0944865643978119,2.69548487663269,37.0887489318848,568.511657714844,5.2544379234314,283.313781738281
background,474584.9838,4432776.1748,1.31721532344818,22.8786392211914,38.9996109008789,38.121753692627,21.384204864502,6.32091617584229,-0.264471024274826,1835.65222167969,137.960388183594,8.77164459228516,0.118671178817749,13.16259765625,39.755672454834,563.246215820312,5.36842966079712,127.965286254883
background,474584.9838,4433326.1748,1.2693350315094,23.5635471343994,41.0070266723633,35.4294281005859,21.9430503845215,7.12200307846069,0.125383943319321,2291.15209960938,222.424545288086,259.404449462891,0.104726053774357,8.39194488525391,39.620304107666,562.938415527344,5.38029670715332,108.72989654541
background,474584.9838,4438926.1748,1.35484194755554,29.1519813537598,30.1361351013184,40.7118835449219,26.5017166137695,10.7207307815552,-0.0360236950218678,4691.822265625,746.6416015625,17.3737850189209,0.0917467027902603,1.00102579593658,37.0418128967285,568.530334472656,5.27526807785034,251.255844116211
background,474584.9838,4440276.1748,1.36387467384338,30.1430683135986,29.5100574493408,40.3468742370605,22.684606552124,9.37817859649658,0.416461110115051,1614.98754882812,199.236114501953,72.5173034667969,0.12995857000351,0.913264572620392,37.5450210571289,569.625427246094,5.00037670135498,324.260040283203
background,474584.9838,4440726.1748,1.19449067115784,27.7988338470459,25.7971897125244,36.2153015136719,22.8031635284424,5.63670206069946,0.387855589389801,640.929260253906,170.099670410156,96.4857635498047,0.0980317369103432,10.4097108840942,37.3382148742676,570.810424804688,4.64663457870483,283.028594970703
background,474634.9838,4435526.1748,1.28434574604034,25.5305995941162,36.6303825378418,37.8970718383789,23.8348083496094,7.6388955116272,0.435610711574554,570.484008789062,324.751220703125,9.16098213195801,0.103350475430489,3.42791318893433,37.9025573730469,566.172729492188,5.59625482559204,220.948745727539
background,474634.9838,4435726.1748,1.30372369289398,25.4589443206787,36.4976234436035,38.1005859375,24.3552799224854,10.3487710952759,0.112950041890144,101.918601989746,134.810394287109,32.8779563903809,0.111872121691704,0.0026707211509347,37.8731269836426,566.33056640625,5.59695863723755,262.794464111328
background,474634.9838,4435776.1748,1.30556392669678,25.3813400268555,36.498420715332,38.1581916809082,24.6968765258789,8.23194789886475,0.221965298056602,412.649017333984,87.7491302490234,64.616569519043,0.112260855734348,0.91733455657959,37.908748626709,566.269653320312,5.59207105636597,195.688842773438
background,474634.9838,4436926.1748,1.33952832221985,24.0056552886963,35.744255065918,40.2532653808594,26.2299041748047,7.81077146530151,0.312885135412216,1927.48718261719,515.535949707031,42.553596496582,0.110456123948097,3.37830662727356,37.4036254882812,566.586120605469,5.74766826629639,207.430587768555
background,474634.9838,4437276.1748,1.35144376754761,24.241397857666,32.5829887390137,43.1756134033203,28.6718788146973,7.76760768890381,0.299710690975189,1328.43237304688,329.114074707031,79.3128128051758,0.102957412600517,2.52121138572693,37.2400016784668,567.204528808594,5.72072267532349,230.953689575195
background,474634.9838,4440776.1748,1.32959127426147,30.6154842376709,28.8540382385254,40.532054901123,26.7524452209473,5.72116422653198,1.06197583675385,666.372192382812,202.639373779297,93.2522964477539,0.0987666994333267,9.68805599212646,37.2719879150391,571.3388671875,4.63899517059326,304.005981445312
background,474684.9838,4433776.1748,1.26635229587555,25.4089221954346,40.0904960632324,34.5005798339844,22.462366104126,8.62048435211182,1.89645969867706,8644.3447265625,348.080169677734,224.510437011719,0.0979651287198067,8.98023796081543,38.3463859558105,565.104614257812,5.41990566253662,175.942398071289
background,474684.9838,4436976.1748,1.33908534049988,24.2547187805176,34.9242553710938,40.8353080749512,26.5455780029297,8.69283962249756,0.364265978336334,2683.42236328125,516.293762207031,25.3558597564697,0.112870365381241,2.33816170692444,37.3873062133789,566.819885253906,5.72872495651245,189.238906860352
background,474684.9838,4438376.1748,1.33472919464111,27.1184482574463,32.0109100341797,40.8702850341797,28.8649578094482,6.78951072692871,-0.170718789100647,917.368103027344,917.09765625,262.871643066406,0.119824178516865,4.81619167327881,36.8310585021973,568.240173339844,5.38357353210449,246.726928710938
background,474684.9838,4438576.1748,1.32289028167725,27.5728130340576,31.812520980835,40.5535011291504,28.3272438049316,6.8849983215332,0.0737595185637474,1981.44128417969,1080.02941894531,216.813507080078,0.0965121909976006,7.65219402313232,37.0380172729492,568.073120117188,5.34797382354736,340.836303710938
background,474684.9838,4439076.1748,1.3344532251358,29.3439617156982,29.7280197143555,40.9280204772949,26.524772644043,9.13564586639404,0.0515051260590553,2160.63232421875,610.043273925781,120.536552429199,0.0917663350701332,1.28455102443695,37.0481262207031,568.943115234375,5.22798204421997,272.339050292969
background,474734.9838,4432976.1748,1.29404103755951,23.446216583252,39.6206817626953,36.9331016540527,21.9322357177734,7.15815353393555,-1.16975212097168,5430.59130859375,34.233226776123,4.728844165802,0.10448544472456,9.22693538665771,40.0348777770996,563.066589355469,5.33079385757446,80.9798431396484
background,474734.9838,4435326.1748,1.27049291133881,25.424222946167,37.2334480285645,37.3337364196777,23.9036655426025,10.4782485961914,0.0319660678505898,4069.07177734375,513.379211425781,72.2624740600586,0.0962537005543709,3.52173781394958,37.7337417602539,562.624877929688,5.59245109558105,202.467269897461
background,474734.9838,4439776.1748,1.3780210018158,30.370885848999,30.1915855407715,39.4887847900391,24.2390403747559,11.3935356140137,-0.0907239392399788,12230.947265625,0.989713072776794,210.680541992188,0.131047815084457,1.54279482364655,37.4907417297363,569.14111328125,5.07997846603394,241.576217651367
background,474734.9838,4440776.1748,1.32549726963043,30.4452285766602,28.5563468933105,41.0158157348633,27.5774917602539,9.91324138641357,0.822321653366089,547.682312011719,136.215194702148,86.5676116943359,0.119640521705151,0.338930577039719,37.2360763549805,571.858703613281,4.61516761779785,235.338989257812
background,474784.9838,4432826.1748,1.31290364265442,23.3228969573975,38.9975891113281,37.679515838623,21.7593402862549,15.1759700775146,-0.811788082122803,1746.97473144531,12.8398008346558,5.66039228439331,0.131158232688904,1.54268717765808,40.1651458740234,563.027404785156,5.31611633300781,153.333526611328
background,474784.9838,4437626.1748,1.36000382900238,25.8150730133057,32.7720603942871,41.4128608703613,29.3018245697021,7.03115224838257,0.1461391299963,770.241027832031,417.044555664062,15.6466732025146,0.105274207890034,2.73215699195862,36.8783493041992,567.856628417969,5.41438961029053,223.790634155273
background,474784.9838,4439926.1748,1.40335690975189,30.4695453643799,29.8035259246826,39.7555656433105,22.221155166626,9.22537803649902,-0.0290861409157515,2865.154296875,116.563209533691,242.269088745117,0.115028321743011,1.17457115650177,37.5637512207031,569.490600585938,5.00942420959473,206.744201660156
background,474834.9838,4432026.1748,1.28333389759064,21.8056526184082,39.2864418029785,38.9182357788086,20.846752166748,8.40845012664795,-0.539426326751709,2951.77001953125,385.952270507812,188.836990356445,0.124354332685471,2.96204280853271,38.6178321838379,565.506103515625,5.42757272720337,273.763061523438
background,474834.9838,4432776.1748,1.31711506843567,23.3600769042969,39.0361785888672,37.6037445068359,21.8565216064453,14.4146394729614,-0.253619819879532,4230.2138671875,69.8555297851562,49.8311958312988,0.147686898708344,1.57688570022583,40.1509780883789,563.127624511719,5.31825971603394,212.069549560547
background,474834.9838,4433076.1748,1.28195512294769,23.797290802002,39.9432563781738,36.2594528198242,22.9705181121826,6.93246650695801,0.161324739456177,783.91455078125,87.7467956542969,47.5637245178223,0.0958737730979919,4.05169296264648,39.9238929748535,563.345947265625,5.34477424621582,254.976409912109
background,474834.9838,4435276.1748,1.27757084369659,25.385778427124,37.5211715698242,37.0598449707031,23.7867183685303,8.28027057647705,0.0273060221225023,2134.939453125,573.32666015625,8.40186595916748,0.0987321510910988,2.76021099090576,37.8186531066895,563.395751953125,5.5873966217041,187.988784790039
background,474834.9838,4435426.1748,1.27486801147461,25.5097141265869,37.3225975036621,37.1709671020508,23.7965793609619,7.70580530166626,0.186392024159431,1549.38037109375,426.851623535156,20.9574851989746,0.0979624837636948,3.29220104217529,37.8278694152832,564.770080566406,5.58849191665649,198.400054931641
background,474834.9838,4439276.1748,1.32588887214661,29.3460292816162,30.0511360168457,40.6028327941895,27.3379764556885,7.99345970153809,0.130425468087196,1862.65625,476.467529296875,137.936386108398,0.0997710824012756,2.78993391990662,37.1218070983887,569.22802734375,5.19095659255981,290.484832763672
background,474884.9838,4433326.1748,1.24710071086884,23.8195285797119,40.1818771362305,35.9978141784668,24.7360935211182,15.6448936462402,-0.223510712385178,38134.6875,26.6042366027832,38.6866416931152,0.103705033659935,0.659665465354919,39.9319076538086,563.236083984375,5.34134960174561,167.521011352539
background,474884.9838,4439476.1748,1.33350074291229,29.3058605194092,30.3799514770508,40.3530426025391,26.8105182647705,8.98691654205322,-0.0650671571493149,3458.54077148438,316.19384765625,82.4631729125977,0.100795164704323,1.72888934612274,37.2596092224121,569.372985839844,5.13489437103271,316.055725097656
background,474934.9838,4434226.1748,1.27926862239838,24.4957866668701,39.1019744873047,36.4329986572266,21.840576171875,10.4279985427856,0.060177069157362,7635.431640625,441.888641357422,18.9346179962158,0.113821148872375,0.729961097240448,38.1976661682129,565.659606933594,5.44602012634277,198.638946533203
background,474934.9838,4434626.1748,1.2799060344696,25.176628112793,38.7936248779297,36.0055084228516,21.0992679595947,9.94908714294434,-0.303429514169693,12477.7236328125,348.293090820312,23.3066349029541,0.111710287630558,2.20113492012024,38.2555694580078,564.974670410156,5.60442638397217,230.486862182617
background,474934.9838,4435626.1748,1.29994165897369,25.7359390258789,36.4713249206543,37.7928504943848,23.1413421630859,8.07864475250244,0.239659979939461,1415.63916015625,271.211517333984,38.274829864502,0.116049759089947,1.92838609218597,37.8810501098633,566.79443359375,5.57197237014771,206.004379272461
background,474934.9838,4437326.1748,1.32447552680969,25.620138168335,32.590087890625,41.7850875854492,28.9087085723877,6.37317562103271,0.535573184490204,354.003936767578,298.491394042969,18.0868091583252,0.121001601219177,2.7671058177948,36.9811782836914,567.7470703125,5.42249059677124,125.112777709961
background,474984.9838,4432226.1748,1.28334009647369,22.9125347137451,39.4929237365723,37.5456848144531,22.1855907440186,5.96657466888428,2.46744084358215,1229.64990234375,259.161071777344,120.745399475098,0.095963217318058,18.9564208984375,38.9142646789551,565.248291015625,5.39817237854004,106.723945617676
background,474984.9838,4432976.1748,1.28300392627716,24.0952129364014,39.7619323730469,36.1250495910645,24.1138286590576,10.6152591705322,-0.594183504581451,12599.5068359375,184.550537109375,166.505523681641,0.139522761106491,1.55965399742126,39.9978294372559,563.467834472656,5.33201456069946,195.216217041016
background,474984.9838,4435776.1748,1.29129266738892,25.5354099273682,36.3264236450195,38.1647720336914,23.7401504516602,8.53047466278076,0.0588993541896343,2461.85327148438,199.00732421875,20.0557155609131,0.0956783220171928,2.2649405002594,37.850269317627,567.033325195312,5.55829238891602,258.742279052734
background,474984.9838,4436176.1748,1.29674708843231,23.7270793914795,35.6556167602539,40.6173057556152,24.6021480560303,11.017876625061,-0.554272353649139,5765.6953125,11.4324264526367,182.807846069336,0.0997684523463249,2.07256674766541,37.8090667724609,567.158813476562,5.53177738189697,202.970336914062
background,474984.9838,4436776.1748,1.31567549705505,24.4607315063477,35.2655410766602,40.3075942993164,25.3434009552002,8.07110500335693,0.10773067176342,2701.6220703125,435.334655761719,5.69451141357422,0.0977862775325775,3.70649123191833,37.5327110290527,566.867858886719,5.7215051651001,161.008224487305
background,474984.9838,4438426.1748,1.34825837612152,29.7692737579346,31.0790901184082,39.1606407165527,27.7345199584961,7.86437940597534,-0.0476854667067528,1695.49340820312,811.910888671875,26.9065952301025,0.125758230686188,2.80346894264221,36.8416709899902,568.829833984375,5.33782911300659,309.564514160156
background,474984.9838,4439376.1748,1.33335971832275,29.7500896453857,29.7743148803711,40.4758605957031,26.7381019592285,8.68824672698975,0.288331657648087,2429.91748046875,400.583770751953,128.684112548828,0.09961898624897,1.96325492858887,37.1283683776855,569.597351074219,5.1615047454834,323.252624511719
background,474984.9838,4439876.1748,1.39565324783325,30.3183116912842,29.9959964752197,39.6856918334961,24.179313659668,10.6429643630981,-0.15961092710495,4069.80712890625,60.1272659301758,58.685474395752,0.141943529248238,0.957289755344391,37.6352119445801,569.728820800781,4.97890186309814,182.417526245117
background,475034.9838,4432226.1748,1.28291189670563,22.9972877502441,39.698616027832,37.2514266967773,22.5621948242188,6.37725353240967,2.25891947746277,1684.42248535156,213.842575073242,170.710662841797,0.100050710141659,19.3786067962646,38.9082527160645,565.345458984375,5.39630222320557,106.494354248047
background,475034.9838,4432776.1748,1.29810428619385,24.1801490783691,39.8982467651367,35.9468994140625,24.3865394592285,11.6305255889893,-0.0753106102347374,10953.2421875,16.087854385376,208.747375488281,0.117623440921307,3.26654291152954,39.9697303771973,563.618225097656,5.33453750610352,228.308502197266
background,475034.9838,4433526.1748,1.24617958068848,23.5895919799805,40.9576263427734,35.4140853881836,24.2765579223633,7.62687730789185,-0.29978284239769,3230.66723632812,78.5310897827148,68.3749160766602,0.129855573177338,9.12785911560059,39.6224899291992,563.663391113281,5.3616042137146,281.625518798828
background,475034.9838,4433576.1748,1.2503399848938,23.5200004577637,41.0600471496582,35.3684539794922,23.9949550628662,12.4362239837646,-2.27128005027771,13452.3623046875,36.3677062988281,44.011791229248,0.108837097883224,6.2863245010376,39.6504554748535,563.544067382812,5.35903739929199,265.10009765625
background,475034.9838,4435226.1748,1.28830528259277,25.5080547332764,37.6678237915039,36.8026847839355,23.2513885498047,9.46592998504639,-0.0677762106060982,8051.5234375,677.138244628906,152.535537719727,0.10000129789114,2.70421195030212,37.8439254760742,563.693298339844,5.58013296127319,214.803497314453
