background,x,y,nitrogen,sand,fla,rivers,roads,aspect,BIO16
background,473084.9838,4433726.1748,19.239294052124,36.6762428283691,1046.96862792969,122.483985900879,330.914001464844,345.625030517578,286.370574951172
background,473384.9838,4433526.1748,19.58740234375,37.0440139770508,1861.1259765625,152.244873046875,48.6553001403809,156.349273681641,291.922241210938
background,473384.9838,4434276.1748,20.6872367858887,40.0282516479492,788.804260253906,68.8515472412109,318.223724365234,315.37939453125,291.696441650391
background,473484.9838,4433776.1748,19.7252540588379,36.9582405090332,1947.3994140625,120.286239624023,54.1037292480469,160.098770141602,293.939361572266
background,473484.9838,4433876.1748,19.407844543457,36.9592933654785,1584.75012207031,152.701187133789,113.652145385742,174.640472412109,292.952117919922
background,473484.9838,4435526.1748,7.97951221466064,16.7697086334229,1377.59326171875,41.7601547241211,228.477355957031,280.878753662109,296.245727539062
background,473584.9838,4433726.1748,20.2607383728027,36.8625755310059,1707.51696777344,13.4079875946045,9.70724391937256,171.830032348633,292.944305419922
background,473584.9838,4435176.1748,17.7871265411377,38.0026054382324,1721.52685546875,11.5914583206177,416.941589355469,194.553421020508,297.802032470703
background,473584.9838,4436476.1748,19.9450302124023,35.5210418701172,1937.20629882812,12.289737701416,51.8809585571289,166.089172363281,304.925506591797
background,473584.9838,4437276.1748,18.3241195678711,29.1245861053467,1251.8291015625,553.99267578125,153.597457885742,270.833251953125,311.908447265625
background,473634.9838,4433426.1748,19.3850593566895,37.6248893737793,1860.04821777344,112.70832824707,175.700622558594,265.868896484375,291.511199951172
background,473634.9838,4434976.1748,18.9952869415283,39.780689239502,1245.61853027344,182.503753662109,213.365188598633,248.124771118164,298.998168945312
background,473634.9838,4435176.1748,18.185094833374,39.302318572998,2418.5634765625,26.5126724243164,402.164855957031,246.193328857422,298.215759277344
background,473684.9838,4433226.1748,19.3144779205322,39.2191619873047,2124.65234375,211.39030456543,149.022644042969,257.665069580078,291.879058837891
background,473684.9838,4434576.1748,19.3949928283691,40.245532989502,10340.734375,239.226211547852,209.346817016602,215.485870361328,296.3056640625
background,473684.9838,4437276.1748,19.9283638000488,31.436351776123,795.149963378906,476.824310302734,86.2255783081055,279.26904296875,313.346649169922
background,473684.9838,4437526.1748,20.0779266357422,31.1900329589844,2071.28100585938,606.457763671875,173.036392211914,233.534683227539,315.049743652344
background,473734.9838,4435276.1748,17.9749145507812,38.8180236816406,1532.99670410156,58.740535736084,315.788360595703,188.061737060547,299.358856201172
background,473784.9838,4432926.1748,18.6397705078125,39.210147857666,4078.88793945312,491.337554931641,68.257926940918,249.754379272461,291.611022949219
background,473784.9838,4433426.1748,19.4111309051514,39.5718650817871,2304.06127929688,258.204406738281,183.508361816406,267.653594970703,294.777984619141
background,473784.9838,4435776.1748,18.7211303710938,38.0008735656738,1602.85437011719,249.593048095703,26.333984375,258.576934814453,307.388275146484
background,473834.9838,4433176.1748,19.3960990905762,41.5165786743164,2378.3818359375,366.980712890625,1.96994471549988,259.851226806641,295.327514648438
background,473834.9838,4436126.1748,18.8302478790283,36.065071105957,981.583923339844,77.4305725097656,173.279251098633,213.205154418945,306.691833496094
background,473884.9838,4433926.1748,19.249979019165,38.1203308105469,2906.50732421875,8.87191581726074,283.013305664062,197.746795654297,295.682098388672
background,473884.9838,4434476.1748,19.1536636352539,40.2899551391602,7513.58837890625,118.814208984375,103.881187438965,207.865234375,300.755432128906
background,473934.9838,4437126.1748,20.3064384460449,30.8724250793457,1774.82775878906,187.014556884766,173.757019042969,189.214614868164,312.983215332031
background,473934.9838,4439026.1748,21.6633968353271,32.7921104431152,1064.72814941406,324.958831787109,446.736907958984,258.812774658203,319.334136962891
background,473984.9838,4438976.1748,22.2913951873779,32.4521102905273,254.412704467773,393.747894287109,391.826080322266,231.792236328125,319.339050292969
background,474034.9838,4437126.1748,20.924840927124,31.3109226226807,3669.65893554688,101.10026550293,94.228889465332,176.588256835938,312.798736572266
background,474034.9838,4439176.1748,22.6673069000244,32.1743240356445,552.831115722656,373.487182617188,405.625854492188,235.690460205078,319.17626953125
background,474134.9838,4434726.1748,17.7629146575928,38.8531608581543,849.554016113281,456.303680419922,258.378295898438,220.080505371094,304.211853027344
background,474134.9838,4435476.1748,18.5237083435059,38.2487525939941,4502.9072265625,140.056350708008,50.9777603149414,265.148040771484,306.383239746094
