species,X,Y,green,BIO3,soc,sand,roads,BIO06,twi
Phytophthora_PA3_RUN8,478442.710909872,4431462.12210295,0.127979651093483,40.407585144043,19.4806728363037,38.7771835327148,124.00611114502,5.20201063156128,10.0255098342896
Phytophthora_PA3_RUN8,474396.968846775,4433565.31766425,0.102128453552723,38.6176948547363,20.9895935058594,40.6652641296387,61.6416244506836,5.43563270568848,6.99588203430176
Phytophthora_PA3_RUN8,479363.99093796,4432988.27759856,0.11945166438818,39.4853172302246,21.7267608642578,36.7117195129395,190.343551635742,5.2687726020813,8.36997509002686
Phytophthora_PA3_RUN8,477759.666049652,4430806.00885653,0.120488874614239,40.6172714233398,18.5017986297607,41.3313064575195,374.078338623047,5.18880701065063,6.46033668518066
Phytophthora_PA3_RUN8,479679.272962021,4433069.73710096,0.115103274583817,39.3082847595215,23.3786392211914,38.1778030395508,153.961898803711,5.27066135406494,7.53870058059692
Phytophthora_PA3_RUN8,477868.851264658,4435269.53992436,0.117238618433475,38.0381202697754,24.3386898040771,39.8470611572266,7.5016131401062,5.16527605056763,9.15160274505615
Phytophthora_PA3_RUN8,475796.25242747,4435593.23159799,0.0995249822735786,38.0724449157715,23.3321075439453,36.1195297241211,116.101600646973,5.49552822113037,8.27040767669678
Phytophthora_PA3_RUN8,478507.926276113,4430873.63775283,0.120904065668583,40.5363998413086,18.5730171203613,40.743839263916,159.216125488281,5.17482900619507,5.08716773986816
Phytophthora_PA3_RUN8,477499.819534493,4433530.09478197,0.119949489831924,38.2939414978027,22.7740840911865,40.565788269043,62.8898963928223,5.2965145111084,8.58499622344971
Phytophthora_PA3_RUN8,477775.40768978,4431267.01403168,0.121612973511219,39.6158294677734,17.9881038665771,39.9361267089844,432.507720947266,5.28312826156616,4.9373459815979
Phytophthora_PA3_RUN8,481387.943667635,4433982.47112763,0.110073082149029,38.7233390808105,21.2560195922852,37.3253784179688,122.075004577637,5.23600387573242,14.1778593063354
Phytophthora_PA3_RUN8,481488.577724163,4434030.82045088,0.111106187105179,38.7262954711914,21.4108200073242,37.1353530883789,37.8601379394531,5.21964168548584,8.79624366760254
Phytophthora_PA3_RUN8,477317.102137586,4432161.03871947,0.142442256212234,38.8482551574707,21.3369445800781,40.7498321533203,93.9924468994141,5.32648706436157,6.14212036132812
Phytophthora_PA3_RUN8,477513.339835345,4430321.98176289,0.100332856178284,41.4387969970703,20.1145648956299,39.1354293823242,173.481918334961,5.09653377532959,16.0719337463379
Phytophthora_PA3_RUN8,473718.178754241,4434680.63262233,0.119443468749523,38.264030456543,20.6620578765869,40.1453704833984,98.0240097045898,5.66010046005249,8.99341678619385
Phytophthora_PA3_RUN8,478578.955216179,4435857.94086172,0.124131865799427,38.079761505127,23.5724849700928,35.6729736328125,13.0418300628662,5.0900297164917,9.22524642944336
Phytophthora_PA3_RUN8,473815.130164937,4434738.96550454,0.113197520375252,38.232551574707,20.0318183898926,39.8156661987305,29.5770397186279,5.6508846282959,9.14763450622559
Phytophthora_PA3_RUN8,478664.499375238,4431013.90701039,0.129325270652771,40.5645561218262,19.0576858520508,39.1759223937988,67.7574768066406,5.17794895172119,7.53530836105347
Phytophthora_PA3_RUN8,477389.601427484,4433486.20027707,0.112870417535305,38.3489418029785,22.2889385223389,41.3759765625,60.782283782959,5.30027151107788,8.69656085968018
Phytophthora_PA3_RUN8,475762.818519539,4435493.35586751,0.0984949767589569,38.0955657958984,22.9144973754883,36.5691528320312,121.126564025879,5.51558589935303,7.43782329559326
Phytophthora_PA3_RUN8,477478.774392465,4430367.01775964,0.119099110364914,41.4257774353027,20.1627216339111,39.2289886474609,135.313491821289,5.10372591018677,11.5969266891479
Phytophthora_PA3_RUN8,478473.588624133,4431208.95352267,0.141474679112434,40.4754257202148,19.0941944122314,38.948356628418,156.695526123047,5.18948268890381,5.58712196350098
Phytophthora_PA3_RUN8,483001.938939244,4433989.27141803,0.099755086004734,38.2240257263184,23.4176826477051,38.2457160949707,147.663223266602,5.1339750289917,8.5371561050415
Phytophthora_PA3_RUN8,475751.494564062,4435485.3597763,0.0974275395274162,38.0909843444824,22.8868732452393,36.6763076782227,80.1820678710938,5.52321100234985,8.14781284332275
