species,X,Y,nitrogen,sand,fla,rivers,roads,aspect,BIO16
Phytophthora_PA3_RUN9,473626.628536341,4434682.99564418,4814,422,2768.24682617188,175.021026611328,145.625869750977,238.74983215332,297.167633056641
Phytophthora_PA3_RUN9,473718.178754241,4434680.63262233,4634.091796875,421.800323486328,6477.236328125,274.928344726562,98.0240097045898,215.983856201172,297.049102783203
Phytophthora_PA3_RUN9,473805.036298005,4434472.10105186,3348.58056640625,419.046997070312,7958.4345703125,140.911514282227,97.9049758911133,222.624755859375,300.206146240234
Phytophthora_PA3_RUN9,473815.130164937,4434738.96550454,3896.69384765625,420.671051025391,6077.9990234375,368.009216308594,29.5770397186279,224.528991699219,300.00634765625
Phytophthora_PA3_RUN9,473908.586232772,4434555.89241544,3913,421,9568.3623046875,217.93244934082,146.13981628418,215.405944824219,301.495941162109
Phytophthora_PA3_RUN9,473942.053512125,4434716.18349083,3896.69384765625,420.671051025391,5620.798828125,373.753326416016,58.4895858764648,222.936920166016,302.855072021484
Phytophthora_PA3_RUN9,473935.747830172,4434673.42308508,3913,421,7263.63330078125,324.811737060547,74.2372055053711,218.744262695312,302.215484619141
Phytophthora_PA3_RUN9,473942.599419476,4434508.38639434,3913,421,3496.96484375,181.482955932617,158.023635864258,225.286193847656,301.229858398438
Phytophthora_PA3_RUN9,474441.366368383,4433592.86338531,3787,437,5840.10888671875,484.954681396484,110.538543701172,126.20076751709,293.657348632812
Phytophthora_PA3_RUN9,474422.08479708,4433539.15095115,3787,437,6091.67822265625,453.818206787109,111.11937713623,97.5578079223633,293.206512451172
Phytophthora_PA3_RUN9,474499.178838266,4432955.58603606,4588.49462890625,414.544281005859,1643.27758789062,276.258941650391,229.750854492188,51.007453918457,289.495971679688
Phytophthora_PA3_RUN9,474618.988178548,4434924.01368223,3951,397,9760.990234375,330.1572265625,57.9509086608887,218.029083251953,304.241546630859
Phytophthora_PA3_RUN9,474630.007614934,4433940.72457232,3906,424,2230.75366210938,361.517120361328,68.8852920532227,243.04670715332,299.520874023438
Phytophthora_PA3_RUN9,474662.217253871,4432829.65291504,3480,411,1515.65637207031,78.2502593994141,13.8510837554932,108.031204223633,283.306579589844
Phytophthora_PA3_RUN9,475751.494564062,4435485.3597763,3565.13549804688,383.873901367188,1715.15942382812,335.651672363281,80.1820678710938,209.195999145508,309.335357666016
Phytophthora_PA3_RUN9,475796.25242747,4435593.23159799,3457,371,688.10546875,253.002990722656,116.101600646973,193.788589477539,310.064514160156
Phytophthora_PA3_RUN9,475762.818519539,4435493.35586751,3579.06298828125,376.859008789062,720.662048339844,287.332763671875,121.126564025879,208.807418823242,309.159362792969
Phytophthora_PA3_RUN9,476802.196250576,4434751.46706402,3215,417,2151.77075195312,222.472351074219,67.7143707275391,167.396041870117,301.936706542969
