background,x,y,green,BIO03,BIO06,wo,rivers,fla,soc,roads
background,473084.9838,4433726.1748,0.0847713798284531,39.3968925476074,5.57808303833008,1,122.483985900879,1046.96862792969,22.5,330.914001464844
background,473284.9838,4433476.1748,0.101907953619957,39.2037467956543,5.607253074646,1,227.591506958008,1551.27819824219,21.2834529876709,63.6499938964844
background,473284.9838,4434276.1748,0.0849833488464355,38.7780647277832,5.64706611633301,-9999,100.644302368164,1023.55847167969,17.4872169494629,371.426696777344
background,473384.9838,4434626.1748,0.0997241884469986,38.8534469604492,5.6313042640686,-9999,43.9137725830078,177.328720092773,21.1232089996338,381.01513671875
background,473484.9838,4433526.1748,0.1050034314394,39.3729057312012,5.57798337936401,1,57.8866844177246,1781.5146484375,21.7635097503662,113.917068481445
background,473634.9838,4439326.1748,0.0952736586332321,37.3777961730957,5.33356666564941,1,35.4362716674805,185.045501708984,27.9285697937012,828.161193847656
background,473684.9838,4436576.1748,0.0941511392593384,38.4957542419434,5.60124492645264,1,18.725980758667,5990.6728515625,24.2763404846191,161.889251708984
background,473684.9838,4436976.1748,0.107057474553585,37.7103424072266,5.59140634536743,1,283.384002685547,4200.357421875,23.2920265197754,47.8909606933594
background,473784.9838,4434626.1748,0.102728553116322,38.2700309753418,5.66145515441895,1,278.249267578125,6642.14208984375,19.7253742218018,132.655776977539
background,473884.9838,4432876.1748,0.115609794855118,38.7785949707031,5.45752620697021,1,592.724304199219,3019.13793945312,20.990894317627,111.057922363281
background,473884.9838,4436326.1748,0.0928168818354607,38.030086517334,5.60888481140137,1,180.973571777344,1005.91424560547,24.1926364898682,145.269012451172
background,473934.9838,4434576.1748,0.127226755023003,38.2996253967285,5.65155220031738,1,228.308853149414,4268.66943359375,18.8306674957275,157.135055541992
background,473934.9838,4436676.1748,0.104435764253139,38.0149574279785,5.59041213989258,1,108.425010681152,1602.68774414062,23.6578006744385,24.945032119751
background,473934.9838,4439076.1748,0.130897834897041,37.0744552612305,5.31798505783081,1,302.538116455078,887.751403808594,28.4297962188721,457.147705078125
background,473984.9838,4433826.1748,0.100558884441853,38.4863319396973,5.65273141860962,1,142.189071655273,691.179077148438,22.4746608734131,225.224258422852
background,474034.9838,4436026.1748,0.106186352670193,38.3844223022461,5.61207628250122,1,42.9409294128418,1238.42761230469,24.5711345672607,28.358772277832
background,474084.9838,4434876.1748,0.101630829274654,37.9796257019043,5.64077663421631,1,437.263732910156,2413.06274414062,19.8878326416016,259.1416015625
background,474084.9838,4435076.1748,0.0996124818921089,37.943920135498,5.64300107955933,1,289.914947509766,3129.4404296875,25.2894172668457,67.0962829589844
background,474084.9838,4436626.1748,0.102737553417683,37.7981185913086,5.58503675460815,1,245.921737670898,987.697021484375,22.2893981933594,59.6955833435059
background,474134.9838,4436576.1748,0.0950736477971077,37.7885780334473,5.59418535232544,1,316.521759033203,831.490844726562,22.2754402160645,122.077369689941
background,474134.9838,4439076.1748,0.131658151745796,37.0938110351562,5.30322170257568,1,492.175567626953,396.7314453125,28.3075141906738,269.146728515625
background,474234.9838,4433326.1748,0.0924253240227699,38.2920722961426,5.43944120407104,1,549.32568359375,623.909057617188,21.3873844146729,127.463676452637
background,474234.9838,4435326.1748,0.141914144158363,37.8444023132324,5.62861919403076,1,294.254547119141,4895.7783203125,26.3225135803223,14.3247528076172
background,474234.9838,4436026.1748,0.0992661938071251,38.2128715515137,5.60437965393066,1,125.945755004883,957.424072265625,24.2798881530762,54.7836647033691
background,474234.9838,4436226.1748,0.13342122733593,38.3118743896484,5.58552598953247,1,47.909236907959,3121.35400390625,22.8114261627197,44.6797332763672
background,474234.9838,4436426.1748,0.0898631140589714,37.9767761230469,5.59420490264893,1,243.066986083984,1018.89306640625,22.9312763214111,111.51782989502
background,474234.9838,4437026.1748,0.104379571974277,37.5152702331543,5.56205224990845,1,121.592407226562,4440.2001953125,25.4365406036377,85.7195053100586
background,474234.9838,4437876.1748,0.10156112164259,37.3696174621582,5.72465515136719,1,549.717956542969,982.035095214844,12.6014575958252,81.6359405517578
background,474284.9838,4436126.1748,0.110387124121189,38.3265190124512,5.58155012130737,1,28.5055408477783,8129.35302734375,22.6289844512939,137.873825073242
background,474284.9838,4436376.1748,0.0912847444415092,38.149040222168,5.58858728408813,1,191.988128662109,834.842590332031,22.8371829986572,86.3088073730469
background,474334.9838,4436776.1748,0.117019407451153,37.5820465087891,5.55477094650269,1,343.090057373047,4776.72119140625,22.9730625152588,52.4371337890625
background,474334.9838,4439426.1748,0.136689558625221,37.30810546875,5.20403814315796,1,283.771575927734,7385.1328125,26.7090167999268,329.461273193359
background,474334.9838,4439776.1748,0.111050762236118,37.3670196533203,5.14887714385986,1,42.0679740905762,9475.1240234375,25.6532306671143,376.291015625
