species,X,Y,green,BIO03,BIO06,wo,rivers,fla,soc,roads
Phytophthora_PA3_RUN3,474499.178838266,4432955.58603606,0.114505395293236,39.1920166015625,5.40855836868286,1,276.258941650391,1534.50854492188,22.834156036377,229.750854492188
Phytophthora_PA3_RUN3,478371.81527373,4438053.24765695,0.0913795009255409,38.0157470703125,5.15892028808594,1,100.149169921875,436.701477050781,23.3845844268799,57.0641784667969
Phytophthora_PA3_RUN3,478507.926276113,4430873.63775283,0.120904065668583,40.5365028381348,5.17481708526611,1,72.6750335693359,614.510986328125,18.5730171203613,159.216125488281
Phytophthora_PA3_RUN3,474628.990813098,4433971.15024905,0.101493045687675,38.1867866516113,5.42036104202271,1,337.181701660156,2356.20727539062,22.5782527923584,26.1990718841553
Phytophthora_PA3_RUN3,481387.943667635,4433982.47112763,0.110073082149029,38.7233390808105,5.23601150512695,1,127.040954589844,5420.5380859375,21.2560195922852,122.075004577637
Phytophthora_PA3_RUN3,481584.016022811,4433922.88752311,0.104206822812557,38.6821594238281,5.23101139068604,1,332.591186523438,1727.44104003906,21.5896778106689,17.7489566802979
Phytophthora_PA3_RUN3,477478.774392465,4430367.01775964,0.119099110364914,41.4257965087891,5.10371589660645,1,32.485294342041,3470.66040039062,20.1627216339111,135.313491821289
Phytophthora_PA3_RUN3,478664.499375238,4431013.90701039,0.129325270652771,40.5647087097168,5.1779146194458,1,62.5394020080566,2107.43017578125,19.0576858520508,67.7574768066406
Phytophthora_PA3_RUN3,477440.34325499,4435066.75039237,0.115246400237083,38.0658912658691,5.18690776824951,1,511.536468505859,3934.23559570312,24.1829414367676,326.222442626953
Phytophthora_PA3_RUN3,473805.036298005,4434472.10105186,0.122840315103531,38.3955535888672,5.66442537307739,1,140.911514282227,7170.04931640625,19.3374900817871,97.9049758911133
Phytophthora_PA3_RUN3,479363.99093796,4432988.27759856,0.11945166438818,39.4853401184082,5.26877069473267,1,31.6250476837158,2761.359375,21.7267608642578,190.343551635742
Phytophthora_PA3_RUN3,477513.339835345,4430321.98176289,0.100332856178284,41.4387550354004,5.09655094146729,1,15.770058631897,20940.203125,20.1145648956299,173.481918334961
Phytophthora_PA3_RUN3,475751.494564062,4435485.3597763,0.0974275395274162,38.0909957885742,5.52321815490723,1,335.651672363281,1633.77038574219,22.8868732452393,80.1820678710938
Phytophthora_PA3_RUN3,477624.034953912,4431106.22442181,0.119907572865486,40.3374176025391,5.23203325271606,1,49.1503524780273,1666.32885742188,17.9920692443848,484.859344482422
Phytophthora_PA3_RUN3,478578.955216179,4435857.94086172,0.124131865799427,38.0797576904297,5.09002685546875,1,263.427032470703,4171.00244140625,23.5724849700928,13.0418300628662
Phytophthora_PA3_RUN3,476801.644926592,4434768.70983185,0.0991013422608376,38.1902847290039,5.22919988632202,1,222.472351074219,2132.0390625,21.6373805999756,67.7143707275391
Phytophthora_PA3_RUN3,479679.272962021,4433069.73710096,0.115103274583817,39.3083038330078,5.27065896987915,1,123.361717224121,3017.27319335938,23.3786392211914,153.961898803711
Phytophthora_PA3_RUN3,477317.102137586,4432161.03871947,0.142442256212234,38.8482513427734,5.32648801803589,1,249.783447265625,1219.05529785156,21.3369445800781,93.9924468994141
Phytophthora_PA3_RUN3,477389.601427484,4433486.20027707,0.112870417535305,38.3489265441895,5.30027103424072,1,212.267959594727,2570.08203125,22.2889385223389,60.782283782959
Phytophthora_PA3_RUN3,477331.268557614,4430851.82827333,0.142524749040604,40.9492568969727,5.14759302139282,1,93.3234252929688,1660.96398925781,17.6386070251465,187.008178710938
Phytophthora_PA3_RUN3,483105.818653542,4434799.14261903,0.115244671702385,38.4300651550293,5.03531551361084,1,349.1318359375,1134.91455078125,22.1551914215088,25.9007701873779
Phytophthora_PA3_RUN3,477411.101161117,4431327.73178646,0.110544241964817,40.0172348022461,5.26906585693359,1,153.659271240234,251.449508666992,18.0148448944092,261.837493896484
Phytophthora_PA3_RUN3,474595.68047004,4434948.17526879,0.108942776918411,38.0820693969727,5.62024593353271,1,326.768127441406,17527.412109375,20.5521373748779,8.11342525482178
Phytophthora_PA3_RUN3,482944.330773145,4433965.7794145,0.0982322618365288,38.2235145568848,5.13485956192017,1,871.109008789062,2113.72021484375,23.5200328826904,98.6389770507812
