x,y,Phytophthora_PA2_RUN2 logistic values
473634.9838,4433476.1748,0.0
473884.9838,4436376.1748,0.0
474334.9838,4432726.1748,0.0
474434.9838,4435526.1748,0.0
474484.9838,4434726.1748,0.0
474484.9838,4439926.1748,0.0
474784.9838,4434326.1748,0.0
474784.9838,4436226.1748,0.0
474834.9838,4438776.1748,0.0
475034.9838,4436826.1748,0.0
475184.9838,4439976.1748,0.0
475234.9838,4436976.1748,0.0
475284.9838,4438176.1748,0.0
475384.9838,4431076.1748,0.0
475384.9838,4436626.1748,0.0
475584.9838,4440026.1748,0.0
475684.9838,4430126.1748,0.0
475784.9838,4431776.1748,0.0
475834.9838,4432676.1748,0.0
475934.9838,4436976.1748,0.0
475984.9838,4433376.1748,0.0
476034.9838,4430676.1748,0.0
476134.9838,4440576.1748,0.0
476184.9838,4440976.1748,0.0
476234.9838,4436126.1748,0.0
476284.9838,4434076.1748,0.0
476534.9838,4436326.1748,0.0
476734.9838,4434176.1748,0.0
476834.9838,4434026.1748,0.0
476934.9838,4435876.1748,0.0
477084.9838,4430026.1748,0.0
477584.9838,4430226.1748,0.0
477634.9838,4431526.1748,0.0
477784.9838,4434476.1748,0.0
477884.9838,4442076.1748,0.0
478084.9838,4434276.1748,0.0
478134.9838,4436376.1748,0.0
478284.9838,4433776.1748,0.0
478334.9838,4438726.1748,0.0
478434.9838,4432476.1748,0.0
478634.9838,4433676.1748,0.0
478734.9838,4434276.1748,0.0
478734.9838,4437576.1748,0.0
478834.9838,4434076.1748,0.0
478984.9838,4431476.1748,0.0
479234.9838,4432326.1748,0.0
479334.9838,4432726.1748,0.49999997
479384.9838,4430826.1748,0.0
479484.9838,4430676.1748,0.0
479634.9838,4432426.1748,0.0
480134.9838,4432176.1748,0.0
480134.9838,4434226.1748,0.0
480284.9838,4430626.1748,0.0
480484.9838,4432726.1748,0.0
480484.9838,4434576.1748,0.0
480534.9838,4435976.1748,0.0
480834.9838,4436576.1748,0.0
480984.9838,4430976.1748,0.0
481384.9838,4433676.1748,0.0
481434.9838,4431376.1748,0.0
481434.9838,4432776.1748,0.0
481834.9838,4435426.1748,0.0
481884.9838,4433076.1748,0.0
481934.9838,4430576.1748,0.0
481934.9838,4434826.1748,0.0
481934.9838,4436526.1748,0.0
481984.9838,4433076.1748,0.0
482034.9838,4432076.1748,0.0
482034.9838,4432176.1748,0.0
482334.9838,4436876.1748,0.0
482584.9838,4434676.1748,0.0
482634.9838,4430376.1748,0.0
482684.9838,4434976.1748,0.0
482734.9838,4433876.1748,0.0
482784.9838,4433976.1748,0.0
482784.9838,4436876.1748,0.0
482984.9838,4437576.1748,0.0
483084.9838,4433626.1748,0.0
483484.9838,4435576.1748,0.0
483734.9838,4433176.1748,0.0
